ECORF	chlor_aero	chlor_anaero	spec_aero	spec_anaero	trim_aero	trim_anaero	gent_aero	gent_anaero	nor_aero	nor_anaero	rif_aero	rif_anaero	vanc_aero	vanc_anaero	silver_aero	silver_anaero
C0067	-0.456268579375	-0.888803789332	-0.388803789332	-0.303841288611	-0.888803789332	-1.52032099225	-0.5	-1.52032099225	-0.388803789332	-0.888803789332	-1.63151720292	-1.38026703265	-1.18128503969	-0.192645077942	-0.888803789332	-0.888803789332
C0293	1.33374587448	1.10554683375	1.74637111943	1.63347690969	1.09840768658	0.556179856954	1.70968452627	0.556179856954	1.74637111943	1.10554683375	0.72309857029	0.571964896455	0.656996787539	1.67016350286	1.10554683375	1.10554683375
C0299	1.32192809489	1.0	1.4534452978	1.4534452978	1.0	0.5	1.32192809489	0.5	1.4534452978	1.0	0.5	0.660964047444	0.792481250361	1.58496250072	1.0	1.0
C0343	1.19801604363	0.931875296946	1.52074669159	1.51128684587	0.93281069116	0.448243690152	1.53069647031	0.448243690152	1.52074669159	0.931875296946	0.464272858345	0.453323623262	0.419951925969	1.50133706715	0.931875296946	0.931875296946
C0465	1.13209280941	0.992449716285	1.52914634566	1.61711619836	0.995176931331	0.689879524956	1.69814457742	0.689879524956	1.52914634566	0.992449716285	0.626694134248	0.555075995077	0.238969721925	1.44811796661	0.992449716285	0.992449716285
C0614	1.60842302441	1.14772794176	1.64163029328	1.89122161234	1.16453213808	0.912985300112	1.76359308472	0.912985300112	1.64163029328	1.14772794176	0.529208343113	0.712716335321	0.355246691403	1.7692588209	1.14772794176	1.14772794176
C0664	1.13617672783	0.918036513687	1.52279462109	1.4774356329	0.916497371608	0.465892113476	1.55454609225	0.465892113476	1.52279462109	0.918036513687	0.528852367098	0.387223844602	0.372349337176	1.44568416175	0.918036513687	0.918036513687
C0719	0.519525680679	0.367886395627	0.938750450433	0.962057797257	0.373236339955	0.014751997155	1.0575001073	0.014751997155	0.938750450433	0.367886395627	0.0176665365561	-0.0992239761841	-0.304807138229	0.843308140394	0.367886395627	0.367886395627
IS128	2.16819820944	1.95883298068	2.57528389823	2.51193691511	1.95936954235	1.48305315821	2.59079734604	1.48305315821	2.57528389823	1.95883298068	1.58215296447	1.46238276052	1.44102102581	2.4964234673	1.95883298068	1.95883298068
Phantom Gene	1.17313787582	0.953796489399	1.54376798416	1.53124139282	0.954055932103	0.526225476843	1.59578332954	0.526225476843	1.54376798416	0.953796489399	0.547861287809	0.450223930121	0.37464763749	1.47922604743	0.953796489399	0.953796489399
aaeA	1.50648199168	1.23862733323	1.78341076714	1.85991657639	1.23413267643	0.845151982321	1.85991657639	0.845151982321	1.78341076714	1.23862733323	0.740065713612	0.791362038721	0.616962834991	1.78341076714	1.23862733323	1.23862733323
aaeB	1.17579693855	0.908435196411	1.48434536172	1.4975814674	0.908435196411	0.46433060914	1.5201960944	0.46433060914	1.48434536172	0.908435196411	0.444104587271	0.409080838507	0.355240524115	1.46173073473	0.908435196411	0.908435196411
aaeR	1.34147673926	1.1363139462	1.77162675715	1.66486063186	1.12761933583	0.634182932774	1.76870631786	0.634182932774	1.77162675715	1.1363139462	0.782478302515	0.569194539216	0.642669472076	1.66778107116	1.1363139462	1.1363139462
aaeX	1.32407106649	1.319778738	2.01438685034	1.7523889789	1.26617393728	0.867886395627	2.04127247856	0.867886395627	2.01438685034	1.319778738	1.18269125628	0.622393219371	0.794465701462	1.72550335068	1.319778738	1.319778738
aas	1.32563470836	1.08763659216	1.66178491156	1.68521425694	1.08956802128	0.663307927149	1.71870053385	0.663307927149	1.66178491156	1.08763659216	0.640477921104	0.634399889951	0.50432288649	1.62829863465	1.08763659216	1.08763659216
aat	0.608192522466	0.392538124784	1.06663555956	0.883897492971	0.36984651387	-0.221167123268	0.98655694696	-0.221167123268	1.06663555956	0.392538124784	0.0482686727018	-0.187215091017	-0.00273519240182	0.963976105568	0.392538124784	0.392538124784
abgA	1.62347969779	1.34808685574	1.92712699268	1.93878650429	1.34951635898	0.905133258739	1.96320188555	0.905133258739	1.92712699268	1.34808685574	0.88328151969	0.825479311705	0.790048372775	1.90271161141	1.34808685574	1.34808685574
abgB	0.610556980758	0.439645348044	1.07756118819	0.958622919086	0.429131546452	-0.0191235718599	1.10212007148	-0.0191235718599	1.07756118819	0.439645348044	0.126454133994	-0.16995142179	-0.0941362938622	0.934064035804	0.439645348044	0.439645348044
abgR	1.05480286214	0.884914074255	1.55433099125	1.37308471075	0.85904379198	0.353084755644	1.5317054507	0.353084755644	1.55433099125	0.884914074255	0.592432823894	0.246231408909	0.420355817333	1.3957102513	0.884914074255	0.884914074255
abgT	0.656897459277	0.50419013189	1.12606948715	1.04406739169	0.500019365294	0.0761448375892	1.17780754712	0.0761448375892	1.12606948715	0.50419013189	0.19217409919	-0.0466153834838	-0.0701319087877	0.992329331717	0.50419013189	0.50419013189
abrB	0.960243815242	0.816086453281	1.43428697842	1.36097097555	0.813239810527	0.40136319819	1.49766554956	0.40136319819	1.43428697842	0.816086453281	0.507854631314	0.268286324351	0.222587195881	1.29759240441	0.816086453281	0.816086453281
accA	3.16992500144	2.08496250072	2.4534452978	3.16992500144	2.29248125036	1.58496250072	2.37744375108	1.58496250072	2.4534452978	2.08496250072	1.0	1.58496250072	2.08496250072	3.24592654816	2.08496250072	2.08496250072
accB	2.98863996175	2.56464150847	3.13339327035	2.98863996175	2.56464150847	1.40367746103	2.80735492206	1.40367746103	3.13339327035	2.56464150847	1.9534452978	1.58496250072	2.56464150847	3.31467831004	2.56464150847	2.56464150847
accC	2.79248125036	2.40367746103	2.90367746103	2.9534452978	2.4534452978	1.79248125036	2.69615871139	1.79248125036	2.90367746103	2.40367746103	1.40367746103	2.29248125036	2.16096404744	3.16096404744	2.40367746103	2.40367746103
accD	1.0	0.5	0.5	1.0	0.5	0.5	0.5	0.5	0.5	0.5	0.0	0.5	0.5	1.0	0.5	0.5
aceA	0.956604817318	0.688040299799	1.32119610416	1.24498360627	0.696814780121	0.113283529089	1.26393191015	0.113283529089	1.32119610416	0.688040299799	0.223079517667	0.24289420545	0.258036837687	1.30224780028	0.688040299799	0.688040299799
aceB	1.0024725113	0.727011362843	1.3038017186	1.3163217026	0.726950415057	0.269455811636	1.33082163846	0.269455811636	1.3038017186	0.727011362843	0.250750717926	0.230901348787	0.187706445495	1.28930178274	0.727011362843	0.727011362843
aceE	4.34788490435	3.53709804325	3.9223768971	4.41217700738	3.55196502642	2.57342069416	3.79986156062	2.57342069416	3.9223768971	3.53709804325	2.05999988806	2.6986081111	3.32163360722	4.53469234387	3.53709804325	3.53709804325
aceF	3.63913760458	2.65120522521	2.99672396617	3.68833945661	2.6783800322	1.69129039955	2.90374186418	1.69129039955	2.99672396617	2.65120522521	0.98863996175	1.77997530636	2.43678357581	3.7813215586	2.65120522521	2.65120522521
aceK	0.909264563308	0.696620503859	1.22864071099	1.33774724845	0.695962150004	0.354772276706	1.36172776767	0.354772276706	1.22864071099	0.696620503859	0.240148870994	0.308447632723	0.00116315131966	1.20466019176	0.696620503859	0.696620503859
ackA	1.84954809537	1.45383632119	2.07133586661	1.97924140978	1.44732349993	0.521568029835	1.85227531041	0.521568029835	2.07133586661	1.45383632119	0.741393678569	0.736410167456	1.22738347875	2.19830196597	1.45383632119	1.45383632119
acnA	0.69320279721	0.499137664367	1.12334567855	1.05066833847	0.500538436746	0.0266007696192	1.14353019412	0.0266007696192	1.12334567855	0.499137664367	0.142599392458	0.00299092511105	-0.0271758009582	1.03048382291	0.499137664367	0.499137664367
acnB	2.4013321695	1.96914011164	2.52399011418	2.57364250987	1.97051702939	1.25657342313	2.41007588286	1.25657342313	2.52399011418	1.96914011164	1.20151282091	1.39427490476	1.63551654603	2.68755674119	1.96914011164	1.96914011164
acpH	1.03773811909	0.85723344382	1.42465550036	1.44981320139	0.858190011419	0.49485087354	1.52881411842	0.49485087354	1.42465550036	0.85723344382	0.476966411168	0.3752570416	0.198563031124	1.34565458333	0.85723344382	0.85723344382
acpP	1.55773860871	1.30160710264	1.9534452978	1.81951958674	1.30898877897	0.69041089197	1.85021985907	0.69041089197	1.9534452978	1.30160710264	0.88335646878	0.868482797083	0.933124305556	1.92274502547	1.30160710264	1.30160710264
acpS	1.00508375461	0.748645465669	1.33279949098	1.33351910621	0.750018629141	0.317397227544	1.377188939	0.317397227544	1.33279949098	0.748645465669	0.309252259154	0.217370185319	0.176120299268	1.28912965819	0.748645465669	0.748645465669
acpT	1.20342987327	1.00169513426	1.63378566401	1.54398605299	1.00019963444	0.505475129915	1.63566662341	0.505475129915	1.63378566401	1.00169513426	0.642628893355	0.49340208625	0.500430721104	1.54210509359	1.00169513426	1.00169513426
acrA	0.0383983746279	0.174496304292	0.677344556908	0.787801303114	0.165536777234	0.0409442692205	0.999272651796	0.0409442692205	0.677344556908	0.174496304292	-0.0633704111913	-0.531464007205	-1.09597263412	0.465873208226	0.174496304292	0.174496304292
acrB	0.367641200279	0.325090931627	0.859313518156	0.936882177175	0.32399574686	0.141336367029	1.09637758308	0.141336367029	0.859313518156	0.325090931627	0.0147977264009	-0.296876290412	-0.736107384053	0.699818112253	0.325090931627	0.325090931627
acrD	0.982505188479	0.770647659133	1.38865039324	1.3194653194	0.767626700861	0.294624270745	1.40465876218	0.294624270745	1.38865039324	0.770647659133	0.394449841765	0.23880159283	0.248809033012	1.30345695046	0.770647659133	0.770647659133
acrE	0.976442222523	0.738227777063	1.36011612031	1.2849540775	0.737696707921	0.265018297166	1.37430702099	0.265018297166	1.36011612031	0.738227777063	0.353765109281	0.135530202536	0.21846359497	1.27076317681	0.738227777063	0.738227777063
acrF	0.679455221952	0.447422172587	1.04523276886	1.01563057253	0.446767558802	-0.00474527276498	1.07740008973	-0.00474527276498	1.04523276886	0.447422172587	0.036791910546	-0.0736700404018	-0.100156443933	0.983463251653	0.447422172587	0.447422172587
acrR	2.30464726124	1.92391583405	2.54832853693	2.45402051251	1.92498356378	1.03374714834	2.31861272761	1.03374714834	2.54832853693	1.92391583405	1.14928661453	1.33331384877	1.67764830383	2.68373632183	1.92391583405	1.92391583405
acrZ	0.683269490794	0.508887350864	1.1091440115	1.06956424274	0.517120956658	0.169851398308	1.20546655047	0.169851398308	1.1091440115	0.508887350864	0.17396165171	-0.102308859804	-0.165074300846	0.973241703771	0.508887350864	0.508887350864
acs	1.29431283749	1.07118603716	1.66552997792	1.65390828371	1.07644878222	0.624255034381	1.7061228257	0.624255034381	1.66552997792	1.07118603716	0.655069483795	0.6161225072	0.515371173857	1.61331543593	1.07118603716	1.07118603716
actP	1.00099255903	0.786477367074	1.4202222449	1.33410365264	0.788975910146	0.27529346056	1.41075560614	0.27529346056	1.4202222449	0.786477367074	0.410279549706	0.303880314754	0.29991522007	1.3435702914	0.786477367074	0.786477367074
ada	0.920844338789	0.735182538772	1.32463770206	1.31058384951	0.736139560167	0.335531213891	1.39917377174	0.335531213891	1.32463770206	0.735182538772	0.364752783637	0.231108269142	0.122789070534	1.23604777983	0.735182538772	0.735182538772
add	1.54351175324	1.20964432316	1.78769955873	1.80485086447	1.21405728646	0.702010944833	1.78088362594	0.702010944833	1.78769955873	1.20964432316	0.6799278664	0.668915804985	0.724672940087	1.81166679726	1.20964432316	1.20964432316
ade	0.670277369244	0.433167234751	0.998262372235	1.0357324703	0.433297987941	0.0274560889228	1.06799548528	0.0274560889228	0.998262372235	0.433167234751	-0.0158929582397	-0.0235695468121	-0.171559448064	0.965999357248	0.433167234751	0.433167234751
adhE	1.29981488074	1.05045391376	1.62107607568	1.646841226	1.05026296922	0.642509082937	1.68384151672	0.642509082937	1.62107607568	1.05045391376	0.603553615672	0.547616371036	0.447933063461	1.58407578496	1.05045391376	1.05045391376
adhP	1.55238272953	1.30692495849	1.87704124886	1.9027459549	1.3064110007	0.895234785499	1.93854108221	0.895234785499	1.87704124886	1.30692495849	0.86014342651	0.817557634026	0.710122959535	1.84124612154	1.30692495849	1.30692495849
adiA	0.726979875911	0.479668279719	1.08252672368	1.04545844509	0.480536733798	-0.0114077196144	1.08680773043	-0.0114077196144	1.08252672368	0.479668279719	0.0463015451509	-0.00809117344818	-0.0233310905916	1.04117743834	0.479668279719	0.479668279719
